Gebietskennziffer;name;bev_dicht;bev_entw;st_einnkr;beschq_insg;beschq_w;beschq_m;v_gsm;v_lte;v_5g;p_markt;p_hbad;p_freibad;p_notfall;p_grunds;p_sek_1;p_sek_2
1060072;Schmalensee;56,8;1,02;1042,52;67,21;65,16;69,28;100;100;100;5,33;19,81;9,375;21,28;6,99;7;9,69
1060073;Schmalfeld;101,45;0,31;1084,94;70,14;69,34;70,92;100;100;100;8,51;10,68;8,52;23,35;3,29;10,39;10,72
1060074;Schwissel;57,88;-0,6;1055,21;75,63;69,14;82,28;100;100;100;6,8;7,87;9,67;9,42;6,74;6,84;7,93
1060075;Seedorf;45,96;0,57;845,08;69,24;69,06;69,42;100;99,9;93,3;5,11;21,47;15,6;20,13;6,1;13,8;16,02
1060076;Seth;181,14;-0,89;959,42;71,81;69,19;74,42;100;100;100;6,81;20,77;10,215;21,65;3,4;13,07;21,31
1060077;Sievershütten;154,24;-0,91;1033,23;72,12;71,73;72,49;100;100;99,9;3,18;16,72;6,125;25,91;3,04;11,36;15,03
1060079;Stipsdorf;72,36;1,99;947,31;51,63;62,12;43,68;100;100;99,7;5,96;6,92;5,96;8,72;7,15;8,3;7,71
1060080;Stocksee;34,53;-0,25;1353,82;64,49;61,79;67,21;100;100;98,9;9,51;21,83;12,85;21,09;9,23;13,29;13,29
1060081;Strukdorf;36,71;0,86;806,66;64,24;53,16;76,39;100;98;98,7;6,61;12,65;13,72;14,53;6,28;13,96;13,36
1060082;Struvenhütten;76,63;0,12;1110,45;66,36;69,18;63,74;100;100;100;6,09;14,1;3,53;26,41;6,52;12,66;12,7
1060084;Stuvenborn;108,52;0,35;1270,68;73,1;70,34;75,72;100;100;100;3,38;18,89;6,985;22,94;3,39;14,89;18,09
1060085;Sülfeld;128,02;0,76;1025;66,9;63,46;70,33;100;100;100;3,71;14,62;-9999;14,87;7,89;10,18;14,73
1060086;Tarbek;16,87;2,84;1725,54;63,96;71,15;57,63;100;100;98,9;4,52;16,59;7,075;17,62;5,63;5,63;6,79
1060087;Tensfeld;90,72;0,06;1243,9;73,93;67,74;80,49;100;100;97,1;6,94;16,91;7,04;15,01;7,25;7,37;7,37
1060088;Todesfelde;65,39;1,04;978,94;71,45;70,51;72,39;100;100;100;2,56;14,02;11,82;16,65;10,06;10,54;15,13
1060089;Trappenkamp;1536,23;0,41;808,77;66,01;60,11;71,87;100;100;100;1,76;15,02;2,525;17,11;2,21;2,21;2,21
1060090;Travenhorst;23,71;-0,1;682,98;55,74;59,32;52,38;100;100;99,5;6,72;20,46;18,97;18,32;10,4;12,9;18,79
1060091;Traventhal;97,58;0,96;808,83;68,79;67,72;69,77;100;100;100;6,54;7,27;8,61;9,07;7,1;8,65;8,06
1060092;Wahlstedt, Stadt;634,79;1,07;1083,92;69,51;64,44;74,59;100;100;100;2,3;3,79;3,8;12,97;4,05;3,14;11,45
1060093;Wakendorf I;92,7;1,34;1047,28;67,11;60,26;74;100;100;100;12,18;12,83;12,1;13,63;8,15;13,22;13,74
1060094;Wakendorf II;109,77;0,59;1041,44;70,35;72,41;68,24;100;100;99,9;6,47;19,58;9,36;23,25;7,5;7,5;10,8
1060095;Weddelbrook;73,68;-0,1;923,01;71,6;72,7;70,52;100;100;100;6,49;16,99;9,035;28,1;4,85;7,8;7,8
1060096;Weede;61,06;-0,37;983,63;69,16;65,85;72,61;100;100;99,6;6,7;10,13;8,595;11,93;7,05;11,51;10,92
1060097;Wensin;44,27;1,49;1134,91;68,85;67,72;70;100;99,8;90,6;2,75;15,53;14,76;13,39;7,49;12,08;14,51
1060098;Westerrade;78,83;-0,74;1081,63;68,33;65,44;71,03;100;100;100;1,36;11,27;12,5;13,07;4,19;12,62;12,05
1060099;Wiemersdorf;96,81;0,53;1381,3;72,02;69,51;74,49;100;100;99,4;7,4;16,34;2,54;16,92;7,26;8,51;8,8
1060100;Winsen;86,27;-2,22;2157,51;75,12;69;80,73;100;100;100;5,34;9,22;8,01;25,69;5,1;5,43;7,83
1060101;Wittenborn;168,98;1,95;1244,12;69,05;65,8;72,4;100;100;100;5,63;7,49;7,285;9,93;4,93;6,46;8,41
1061001;Aasbüttel;31,49;-0,41;689,45;71,95;72,97;71,11;100;100;89,1;6,77;18,2;6,225;19,5;7,14;7,66;19,62
1061002;Aebtissinwisch;15,46;-2,26;1357,4;56,25;58,33;55;100;100;100;10,35;11,17;13,13;23,28;11,47;11,02;21,29
1061003;Agethorst;33,28;0,71;675,6;75,45;75,47;75,44;100;100;100;5,04;13,98;5,57;11,8;6,06;6,27;12,62
1061004;Altenmoor;35,78;-0,96;1285,57;68,46;69,23;67,69;100;100;100;8,07;10,1;12,69;15,84;7,39;12,56;11,23
1061005;Auufer;25,78;-0,59;867,46;71,6;73,17;70;100;100;100;6,14;22,26;5,36;25,7;7,99;9,28;9,28
1061006;Bahrenfleth;38,35;0,36;1155,57;71,56;66,05;76,74;100;100;100;4,88;17,62;10,42;19,49;5,05;14,57;13,4
1061007;Beidenfleth;62,21;0;2058,11;64,99;62,02;67,95;100;100;100;3,3;11,95;9,38;20,06;10,6;11,59;15,69
1061008;Bekdorf;58,82;-0,2;1346,95;60;46,88;75;100;100;100;4,91;6,76;8,355;10,38;6,29;6,6;8,38
1061010;Bekmünde;48,97;-1,07;1364,26;69,14;62,22;77,78;100;100;100;3,85;7,39;6,74;9,08;4,46;6,83;7,08
1061011;Besdorf;32,7;0,34;744,86;62,5;65,22;60,24;100;100;100;7,96;15,54;7,34;15,36;5,44;10,26;16,17
1061012;Blomesche Wildnis;92,33;-0,73;919,9;65,81;62,31;68,83;100;100;100;3,8;17,3;6,03;26,77;4,88;6,84;5,34
1061013;Bokelrehm;50,19;-1,63;2295,64;67,71;66,67;68,75;100;100;100;5,81;18,12;5,72;17,21;4,03;9,81;18,02
1061014;Bokhorst;23,51;-0,43;1487,06;64,04;64,29;63,83;100;100;100;7,56;15,13;5,805;16,64;5,34;8,17;17,4
1061015;Borsfleth;50,86;1,18;900,8;68,76;60,83;75,84;99,9;99,9;99,9;5,4;18,92;6,985;25,7;7,16;9,35;8,1
1061016;Breitenberg;119,66;0,29;898,19;69,85;66,36;73,91;100;100;99;8,32;18,26;8,445;21,66;10,41;11,45;11,45
1061017;Breitenburg;123,4;1,7;1341,06;66,41;64,27;68,51;100;100;75,9;4,07;9,76;7,975;11,66;3,64;6,92;5,92
1061018;Brokdorf;51,19;0,65;1414;67,6;65,51;69,63;99,5;99,5;99,5;3,31;12,45;3,32;21,91;8,43;12,27;16,56
1061019;Brokstedt;164,18;0,44;1068,32;68,71;63,96;73,33;100;100;100;2,13;21,7;2,605;23,19;2,86;9,88;9,88
1061020;Büttel;2,71;-7,5;159328,33;59,09;50;70;99,8;99,8;97,8;4,04;12,82;13,655;21,7;3,8;12,6;14,48
1061021;Christinenthal;21,36;1,49;374,53;75;84,21;68;100;100;96,5;3,65;19,67;6,17;18,44;5,85;5,85;10,65
1061022;Dägeling;136,92;-0,23;5236,8;67,5;70,75;64,31;100;100;98,5;6,02;11,97;9,01;13,57;5,29;9,13;8,31
1061023;Dammfleth;16,52;-1,46;9006,43;57,89;54,65;61,18;100;100;100;4,27;7,21;6,245;16,42;6,66;7,06;14,3
1061024;Drage;16,96;-0,91;801,22;68,61;72,46;64,71;100;97,8;99,9;4,32;14,51;12,29;12,53;4,25;9,61;13,26
1061025;Ecklak;19,36;-0,13;1209,75;58,85;56,7;61,05;100;100;99,9;10,29;14,85;18,41;25;10,19;14,69;17,93
1061026;Elskop;21,53;0,93;1853,82;62,62;61,22;63,79;100;100;100;4,7;12,35;5,28;22,34;4,72;9,68;7,28
1061027;Engelbrechtsche Wildnis;157,5;-1,53;1185,61;61,43;61,73;61,13;100;100;100;4,34;16,2;5,645;25,09;3,64;7,06;5,29
1061028;Fitzbek;37,4;-1,36;826,74;74,89;65,85;84,82;100;100;100;7,79;22,91;7,64;23,29;8,13;9,98;9,98
1061029;Glückstadt, Stadt;478,46;-0,46;1213,52;67,12;60,69;73,56;98;98;98;2,72;19,94;3,515;26,77;3,93;5,01;4,64
1061030;Grevenkop;33,71;0,63;1980,42;68,25;63,33;72,73;100;100;99,9;3,31;15,37;4,615;18,21;4,93;10,54;11,74
1061031;Gribbohm;32,12;-0,94;1094,64;64,04;57,78;70,45;100;100;100;6,91;19,17;6,06;19,87;5,44;14,87;20,68
1061033;Hadenfeld;63,83;0,83;1090,88;77,66;77,08;78,26;100;100;100;4,57;14,84;4,98;12,66;4,77;4,77;13,47
1061034;Heiligenstedten;172,35;0,1;1453,91;69,61;66,18;72,99;100;100;100;3,79;9,25;6,165;9,17;3,66;7,62;7,2
1061035;Heiligenstedtenerkamp;848,24;-0,27;902,16;72,14;64,59;80,31;100;100;100;2,6;12,52;11,6;14,12;2,95;9,68;8,86
1061036;Hennstedt;59,92;0,4;733,95;62,71;55,98;69,66;100;100;100;7,79;21,22;9,395;23,35;7,3;10,91;11,02
1061037;Herzhorn;91,95;0,58;804,36;72,02;68,63;75,3;100;100;100;8,16;13,63;8,395;21,99;4,86;10,95;10,26
1061038;Hingstheide;22,45;1,5;1905,27;57,41;55,17;60;100;100;100;3,82;19,59;8,345;25,85;4,46;12,7;12,7
1061039;Hodorf;25,37;-1,82;1007,68;71,54;69,64;73,13;100;100;100;5,55;14,23;11,83;15,27;5,98;12,12;11,76
1061040;Hohenaspe;139,7;0,04;1230,57;70;65,87;74,14;100;100;100;2,21;11,89;11,985;10,41;2,44;8,28;10,84
1061041;Hohenfelde;49,58;-0,09;1101,14;68,01;69,5;66,67;100;100;99,8;5,95;14,87;8,085;15,58;6,16;8,91;13,13
1061042;Hohenlockstedt;131,07;-0,59;1327,68;65,99;61,22;70,71;100;95,4;87,5;3,91;12,46;11,05;15,91;4,43;4,13;10,33
1061043;Holstenniendorf;35,4;1,14;1378,73;69,2;64,93;73,24;100;100;100;9,69;18,97;9,06;18,91;8;14,17;19,54
1061044;Horst (Holstein);200,86;0,63;1466,02;67,64;64,75;70,54;100;100;100;3,49;9,72;4,085;13,19;4,47;4,68;11,03
1061045;Huje;49,82;0,52;3805,42;69,18;64,29;74,67;100;100;100;8,96;12,58;4,5;13,54;6,25;11,87;12,28
1061046;Itzehoe, Stadt;1130,27;0,26;1673,87;64,74;59,21;70,29;100;100;98,6;2,3;5,37;4,84;6,8;2,59;4,01;3,61
1061047;Kaaks;50,82;-0,09;958,22;69,2;67,69;70,68;100;100;100;5,1;11,73;8;9,58;5,65;8,66;11,14
1061048;Kaisborstel;21,55;-3,59;1107,31;70;66,67;73,68;100;100;100;4,58;13,73;6,135;11,55;4,99;5,46;12,99
1061049;Kellinghusen, Stadt;441,95;0,63;919,79;64,41;59,92;68,79;100;100;99,9;3,12;18,87;3,8;22,31;4,13;4,86;4,86
1061050;Kiebitzreihe;253,56;0,34;1219,24;68,96;66,98;70,83;100;100;100;3,47;3,68;9,08;13,4;2,53;8,99;9,66
1061052;Kleve;96,41;-0,65;863,67;71;65;76,61;100;100;99,5;8,78;10,85;7,17;14,46;8,91;10,69;12,47
1061053;Kollmoor;10,51;1,88;3470,29;47,62;54,55;40;100;100;100;10,49;14,71;12,66;18,11;8,35;11,87;10,19
1061054;Krempdorf;42,83;1,61;2387,54;58,78;60;57,53;100;100;100;3,34;16,27;4,405;22,21;4,56;10,01;7,16
1061055;Krempe, Stadt;713,31;0,23;784,68;65,51;60,71;70,3;100;100;100;1,52;15,51;2;20,36;3,09;12,36;10,37
1061056;Kremperheide;577,39;-0,34;1031,59;70,82;69,76;71,88;100;100;100;2,11;13,18;10,32;14,78;1,94;10,33;9,52
1061057;Krempermoor;344,52;-0,93;719,81;70,19;64,1;76,28;100;100;100;2,13;15,12;8;16,72;1,9;12,28;11,47
1061058;Kronsmoor;28,76;0,23;891,2;69,81;66;73,21;100;100;89,6;8,48;12,7;10,39;16,1;7,13;9,86;8,18
1061059;Krummendiek;48,88;-0,88;2601,68;60,66;57,69;62,86;100;100;100;7,15;8,94;8,08;13,33;8,08;8,79;11,33
1061060;Kudensee;37,5;-1,46;619,88;55,41;57,89;52,78;100;100;99,7;10,6;17,4;20,56;25,65;10,37;17,25;18,01
1061061;Lägerdorf;459,8;0,29;962,72;67,14;60,93;72,68;100;100;82,2;2,18;13,47;1,88;14,92;2,73;10,61;9,89
1061062;Landrecht;27,12;0,55;1467,04;68,18;79,41;56,25;100;100;100;2,74;4,74;10,27;14,87;4,87;4,59;12,87
1061063;Landscheide;34,41;-0,68;2403,98;62,25;63,51;61,04;100;100;100;5,89;12,73;15,685;21,19;5,63;12,57;14,09
1061064;Lockstedt;20,77;1,11;1903,41;63,11;56,82;67,8;100;98,8;94;7,52;17,47;11,5;20,92;8,11;7,25;11,38
1061065;Lohbarbek;128,69;1,62;978,09;68,61;67,19;70,12;100;100;100;3,35;11,11;8,99;14,56;5,25;3,71;9,27
1061066;Looft;32,34;0,41;991,07;66,94;65,32;68,55;100;100;99;6,82;18,96;9,57;16,93;7,37;9,46;14,59
1061067;Mehlbek;47,42;-0,73;777,81;67,94;63,57;72,18;100;100;99;8,25;15,6;7,285;13,43;9,03;10,15;14,84
1061068;Moordiek;17,62;0,37;1061,23;58,97;54,76;63,89;100;100;100;9,22;19,4;9,27;22,8;11,31;12,35;12,35
1061070;Moorhusen;15,42;-0,8;4559,86;53,7;56,52;51,61;100;100;100;9,12;10,4;8,38;15,25;10,14;10,24;13,25
1061071;Mühlenbarbek;30,48;-2,16;1140,06;69,64;61,54;76,67;100;100;100;5,79;13,58;6,26;17,03;7,35;6,07;6,56
1061072;Münsterdorf;366,6;0,22;1002,7;69,25;67,48;71,22;100;100;100;4,91;9,65;5,44;11,25;1,67;6,81;6
1061073;Neuenbrook;48,67;-0,58;1438,51;63,59;61,4;66,02;100;100;100;5,47;14,13;7,45;15,56;4,12;10,9;10,43
1061074;Neuendorf b. Elmshorn;53,07;-0,33;1206,79;64,81;59,24;70,16;100;100;99,9;11,09;14,53;13,315;16,12;9,46;13,67;12,26
1061076;Nienbüttel;29,81;0,16;2252,35;71,05;62,5;80,56;100;100;100;4,4;15,27;4,92;13,09;5,73;8,06;13,9
1061077;Nortorf;41,68;-0,64;12024,61;64,86;61,48;68,2;100;100;100;7,36;7,93;13,75;20,43;6,63;7,77;16,93
1061078;Nutteln;36,73;-0,38;1406,02;69,01;64,47;74,24;100;100;100;7,57;15,58;5,61;19,19;8,03;15,15;17,2
1061079;Oelixdorf;148,67;0,14;872,83;64,86;64,02;65,7;100;100;94,6;5,15;7,99;7,88;11,36;2,25;5,65;4,88
1061080;Oeschebüttel;33,76;1,26;802,02;66,02;60;72,92;100;98;93,5;8,95;22,95;10,435;26,4;9,07;8,23;8,23
1061081;Oldenborstel;26,89;-0,51;1432,64;68,66;70,59;66,67;100;100;100;3,63;20,72;6,39;18,54;5,82;5,82;13,71
1061082;Oldendorf;110,22;0,05;1011,03;71,58;67,28;75,75;100;100;100;6,43;10,73;-9999;11,63;4,15;9,54;9,65
1061083;Ottenbüttel;74,47;-0,27;1002,93;66,94;68,98;64,9;100;100;100;4,12;10,36;9,435;8,18;5,4;9,91;9,76
1061084;Peissen;29,4;2,91;1031,26;68,98;60,42;78,02;100;100;100;7,57;13,77;9,85;17,21;8,25;8,64;8,88
1061085;Pöschendorf;44,76;0,08;629,51;65,06;61,18;69,14;100;100;100;2,48;17,34;4,695;15,16;3,76;3,76;13,9
1061086;Poyenberg;43,76;-0,99;1202,18;66,53;61,16;71,77;100;100;99,2;9,63;19,99;11,78;23,35;9,6;11,35;11,35
1061087;Puls;50,73;-0,96;859,48;78,06;72,83;82,89;100;100;99,6;5,55;21,38;5,14;20,42;7,69;7,69;13,09
1061088;Quarnstedt;42,68;0,97;1454,38;70;63,7;76,8;100;100;100;6,23;24,06;1,4;27,57;5,85;10,53;10,53
1061089;Rade;26,53;2,37;821,15;56,67;50;62,5;100;100;100;8,15;22,51;9,06;24,62;8,27;7,43;7,43
1061091;Reher;47,97;0,11;1101,03;67,18;68,1;66,39;100;100;99,7;6,83;18,82;8,955;21,56;8,43;8,73;9,29
1061092;Rethwisch;57,22;-0,25;3243,55;72,3;69,94;74,44;100;100;99,9;3,39;13,46;3,905;14,39;2,06;10,2;9,81
1061093;Rosdorf;65,95;-0,27;2726,93;71,5;74,11;68,18;100;100;94,6;5,55;19,91;7,41;23,35;5,66;4,82;4,82
1061095;Sankt Margarethen;64,43;-0,47;843,95;67,21;61,25;72,83;99,7;99,7;98,2;2,34;11,34;11,16;21,27;2,45;11,19;15,54
1061096;Sarlhusen;44,01;1,24;942,98;78,48;76,51;80,24;100;99,9;99,6;6,58;21,11;6,8;21,98;6,35;12,95;12,95
1061097;Schenefeld;291,47;1,23;1561,26;70,01;69,63;70,36;100;100;100;2,43;18,07;2,71;16,01;3,1;3,1;15,44
1061098;Schlotfeld;47,08;0,27;900,31;79,07;67,14;93,22;100;100;100;5,13;8,43;7,94;11,88;6,54;5,62;7,07
1061100;Silzen;24,51;1,3;1345,62;70,1;60;78,85;100;100;100;6,84;16,1;9,23;19,54;7,37;7,75;8,11
1061101;Sommerland;41,2;0,37;1333,98;64,62;66,52;62,89;100;100;100;6,88;9,33;7,55;18,53;5,45;9,32;11,78
1061102;Stördorf;16,6;0,5;2374,46;70;62,86;75,56;100;100;100;3,76;6,62;9,435;12,8;6,04;6,47;10,8
1061103;Störkathen;43,35;-0,87;1218,05;50;64,52;34,48;100;100;100;8,69;25,26;9,9;28,71;10,39;10,18;10,18
1061104;Süderau;81,26;-0,65;1487,35;69,78;67,4;72,2;100;100;99;4,88;13,94;5,24;17,96;5,44;9,43;12,04
1061105;Vaale;84,37;0,93;784,18;71,5;66,93;75,88;100;100;100;6,31;14,73;4,2;19,4;6,77;13,29;19,67
1061106;Vaalermoor;20,26;-1,05;903,96;75,79;74,47;77,08;100;100;100;10,02;11,09;9,41;22,82;10,96;10,93;21,03
1061107;Wacken;285,21;1,58;1930,96;71,74;67,65;75,86;100;100;100;2,44;16,93;2,3;15,02;2,63;9,89;15,83
1061108;Warringholz;47,3;-0,39;925,73;67,96;63,64;72,04;100;100;97,5;4,81;20,86;5,63;18,76;5,94;5,94;18
1061109;Westermoor;43,33;0,71;813;67,67;60,87;75;100;100;97,8;10,76;16,84;10,83;20,38;10,74;13,5;12,45
1061110;Wewelsfleth;53,71;-0,28;1196,49;71,9;66,35;77,41;99,7;99,7;99,7;3,08;15,2;5,44;23,96;11,01;11,55;12,61
1061111;Wiedenborstel;2,21;-1,82;628,9;60;50;75;100;100;100;4,2;18,54;5,84;19,78;3,75;10,3;10,3
1061112;Willenscharen;22,47;-0,46;1007,27;63,74;54,35;73,33;100;100;99,6;4,21;18,9;3,565;19,28;4,43;12,19;12,19
1061113;Wilster, Stadt;1612,18;-0,06;901,43;66,65;60,46;72,52;100;100;100;1,67;2,66;10,995;14,64;2,57;2,51;12,64
1061114;Winseldorf;57,83;-0,12;1332,52;70,91;67,83;74,29;100;100;100;4,97;10,1;9,345;13,55;6,64;5,58;8,41
1061115;Wittenbergen;34,2;-0,97;887,66;79,05;78;80;100;100;100;4,93;20,27;4,71;23,7;7,02;8,06;8,06
1061116;Wrist;243,58;0,58;801,48;68,11;64,5;71,39;100;100;100;2,65;20,89;4,955;24,65;2,44;9,49;9,49
1061117;Wulfsmoor;45,1;0,9;796,44;62,74;55,38;69,92;100;100;100;5,6;20,86;8,63;26,19;6,38;11,46;11,46
1061118;Kollmar;49,7;-0,87;1046,82;68,07;67,02;69;99,7;99,7;99,3;9,97;16,57;11,75;20,23;8,89;13,16;12,18
1061119;Neuendorf-Sachsenbande;22,49;-1,21;1032,27;62,23;60,43;64,03;100;100;100;7,86;8,54;12,26;20,25;8,67;8,39;17,95
1062001;Ahrensburg, Stadt;977,87;0,72;2113,38;66,51;62,62;70,57;100;100;99,9;2,94;5,99;5,34;15,31;3,62;5,19;4,74
1062003;Badendorf;153,68;2,44;953;72,16;71,48;72,86;100;100;100;7,73;10,42;15,835;16,46;5,35;9,74;9,94
1062004;Bad Oldesloe, Stadt;474,14;-0,02;1688,65;67,68;61,85;73,52;100;100;100;4,14;6,13;7,73;6,58;4,61;5,24;6,4
1062005;Bargfeld-Stegen;173,29;0,78;935,94;66,3;65,02;67,62;100;100;97,4;3,19;18;12,01;18,04;3,86;11,05;12,79
1062006;Bargteheide, Stadt;1030,4;0,32;2320,19;69,43;65,92;73,08;100;100;100;2,26;11,93;5,155;17,86;3,29;4,1;3,72
1062008;Barnitz;72,29;0,29;1017,43;65,75;62,87;68,61;100;100;100;3,73;11,85;6,93;12,52;6,2;8,71;8,72
1062009;Barsbüttel;530,63;0,65;2208,55;72,27;69,15;75,48;100;100;100;4,04;5,98;11,25;11,68;3,85;6,27;6,27
1062011;Braak;124,9;-1,05;7267,55;67,14;68,55;65,7;100;100;100;3,71;11,27;9,685;13,26;4,94;8,83;8,92
1062014;Delingsdorf;281,71;1,54;1117,13;71,11;68,9;73,27;100;100;100;2,92;7,03;5,255;20,57;4,81;6,44;5,17
1062016;Elmenhorst;188,21;0,69;1022,29;73,98;72,44;75,55;100;100;99,9;3,05;13,45;8,79;13,66;6,39;7,76;7,76
1062018;Glinde, Stadt;1654,5;0,2;1796,33;69,75;66,07;73,32;100;100;100;2,27;4,46;11,85;9,16;3,17;3,16;3,16
1062019;Grabau;90,37;1,02;760,17;67,39;66,93;67,86;100;100;100;6,8;10,07;13,7;10,09;7,32;8,7;10,47
1062020;Grande;88,42;0;1538,78;68,11;63,21;73,17;100;100;90,8;5,54;17,18;6,08;19,07;3,46;8,76;7,81
1062021;Grönwohld;155,36;0,78;918,66;70,24;67,12;73,15;100;100;99,7;2,17;23,11;8,7;23,52;2,43;7,14;6,96
1062022;Großensee;153,39;0,84;1274,66;68,21;69,35;66,97;100;100;65,4;6,51;15,76;3,31;20,71;6,44;8,07;7,06
1062023;Großhansdorf;848,04;0,26;1528,25;66,73;64,72;68,87;100;100;100;2,84;9,21;8,815;18,86;3,09;5,34;5,3
1062025;Hamberge;274,04;2,86;992,75;70,83;69;72,65;100;100;100;5,77;7,92;13,325;12,99;3,51;7,26;7,39
1062026;Hamfelde;199,63;1,55;1007,36;57,78;60,36;55,15;100;100;96,6;4,62;24,18;5,27;26,07;8,9;8,51;8,51
1062027;Hammoor;168,93;0,14;1016,81;69,91;66,59;73,24;100;100;100;4,45;12,19;10,49;16,66;8;8,28;8,18
1062031;Heidekamp;151;3,53;789,62;68,22;72,67;63,74;100;100;100;5,4;16,71;-9999;17,38;4,9;6,74;6,74
1062032;Heilshoop;64,59;0,3;908,18;71,08;73,81;68,29;100;100;100;11,6;17,96;13,29;21,18;5,22;12,72;12,97
1062033;Hohenfelde;25,15;-3,6;1357,29;56;45,45;64,29;100;100;100;4,29;21,28;14,11;31,61;9,64;12,34;12,34
1062035;Hoisdorf;220,89;0,29;1217,39;66,07;63,73;68,4;100;100;99,6;5,03;13,62;10,8;20,75;3,12;8,6;8,66
1062036;Jersbek;99,39;0,86;1262,01;70,08;70,49;69,63;100;99,9;93,2;4,75;13,02;6,145;19,3;5,4;7,84;7,22
1062039;Klein Wesenberg;87,53;0,32;879,88;64,44;59,14;70,59;100;100;100;8,59;16,68;11,48;18,58;7,75;12,33;13,46
1062040;Köthel;83,64;-0,78;1275,28;66,83;67,33;66,35;100;100;100;7,15;20,88;11,39;30,83;9,12;14,39;14,39
1062045;Lütjensee;240,21;-0,35;1563,09;67,03;67,14;66,91;100;100;99,6;3,58;18,91;9,02;22,13;3,04;8,25;7,71
1062046;Meddewade;303,23;0,5;1219,56;69,03;65,73;72,4;100;100;100;6,06;10,35;7,775;11,02;7,57;7,67;10,22
1062048;Mönkhagen;89,19;-0,27;921,37;72,06;69,42;74,45;100;100;100;8,45;14,28;15,665;16,72;7,09;10,21;14,25
1062050;Neritz;75,32;1,47;1235,02;67,63;66,67;68,82;100;100;100;3,42;10,19;10,87;10,3;8,03;8,67;9,03
1062051;Nienwohld;53,97;0,71;1089,41;70,1;69,03;71,23;100;100;100;4,62;16,69;14,935;16,84;6,68;13,77;14,14
1062053;Oststeinbek;782,48;-0,03;6684,2;69,91;66,25;73,61;100;100;100;2,49;6,25;8,905;9,06;4,88;7,13;7,13
1062056;Pölitz;93,36;-0,05;909,3;66,07;65,86;66,27;100;100;100;6,64;13,48;11,92;13,74;9,58;11,98;12,49
1062058;Rausdorf;44,97;-1,36;1160,6;71,85;72,46;71,21;100;100;82,4;9,09;18,41;7,01;20,73;8,3;11,79;10,44
1062059;Rehhorst;44,93;0,45;952,98;69,94;68,72;71,07;100;99,7;99,1;9,02;18,67;8,15;19,71;8,03;13,27;13,26
1062060;Reinbek, Stadt;912,86;0,82;2072,31;67,28;64,83;69,69;100;100;99,3;2,99;6,51;9,41;6,21;3,36;4,69;4,46
1062061;Reinfeld (Holstein), Stadt;524,47;0,12;1361,3;65,74;62,95;68,42;100;98,3;98,6;2,28;12,95;4,25;13,73;3,41;5,44;5,44
1062062;Rethwisch;91,39;0,35;1952,71;69,97;66,67;73,25;100;100;100;7,62;12,22;11,16;12,93;8,93;9,17;12,03
1062065;Rümpel;80,55;0,21;872,45;72,72;69,02;76,47;100;100;100;6,83;10,59;13,99;10,64;8,78;9,41;8,92
1062069;Siek;201,12;0,96;3532,91;73,59;71,91;75,29;100;100;99,1;3,74;12,13;8,335;17,48;6,17;6,27;6,35
1062071;Stapelfeld;185,97;1,19;5101,05;66,44;66,96;65,94;100;100;100;1,9;8,11;7,25;9,97;2,74;9,63;9,71
1062076;Tangstedt;163,7;0,13;1780,53;66,22;64,27;68,21;100;100;89,2;5,93;16,2;8,82;15,23;5,97;10,11;11,91
1062078;Todendorf;99,38;0,29;1023,47;72,6;70,03;75,12;100;100;100;5,05;15,63;13,975;17,24;5,46;13,25;12,92
1062081;Tremsbüttel;186,06;-0,8;1174,29;70,03;65,95;74,39;100;100;100;7,28;14,36;10,84;14,09;9,2;9,16;9,03
1062082;Trittau;320,85;0,77;1893,6;69,65;67,24;72,11;100;96,2;78;2,97;21,02;3,52;23,96;4,82;5;4,54
1062083;Westerau;51,2;0,88;1478,61;71,34;68,46;74,39;100;100;100;8,92;15,97;11,85;16,64;11,38;12,25;13,75
1062086;Witzhave;198,48;-0,18;1345,81;67,9;68,3;67,49;100;100;100;9,41;13,59;10,62;15,48;6,36;11,17;10,98
1062087;Zarpen;125,75;0,45;876,88;68,3;65,64;71,01;100;100;100;8,26;15,21;10,25;19,96;2,63;9,4;9,44
1062088;Brunsbek;119,07;0,21;1174,85;67,38;65,52;69,38;100;99,9;87,1;8,42;15,19;10,99;17,88;9,47;13,12;13,13
1062089;Lasbek;110,81;1,77;946,27;68,72;65,76;71,59;100;100;100;2,76;14,46;14,46;14,46;7,64;12,91;12,85
1062090;Ammersbek;567,14;0,61;1225,99;66,83;65,08;68,65;100;100;99,7;3,62;7,39;6,6;16,75;3,84;8,65;8,27
1062091;Steinburg;116,95;0,33;1029,4;72,66;70,2;75,14;100;100;100;3,18;18,23;11,68;18,08;3,53;12,93;12,68
1062092;Travenbrück;67,28;0,41;1041,81;69,4;68,68;70,1;100;100;100;6,9;8,8;10,13;8,72;6,9;8,17;9,66
1062093;Feldhorst;35,47;-0,84;1164,12;68,87;65;72,68;100;99,7;100;6,43;11,51;7,8;12,18;7,87;10,48;10,8
1062094;Wesenberg;141,54;-0,08;1179,09;71,85;71,45;72,24;100;100;100;4,82;13,06;9,705;16,28;5,48;9,16;9,16
2000000;Hamburg, Freie und Hansestadt;2505,82;0,67;2468,32;66,2;62,9;69,52;100;100;99,4;2,83;7,08;6,45;8,57;3,05;5,18;4,37
